GEOID,R20,D20,L20,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
0500000US01021,16085.0,3073.0,122.99999999999994,45014,43011,35527,4067,338,181,6,2892,2003,1941,383,595,70,5,804,13,1,0,31,4,0,35,0,0,0,45,24,1,0,0,0,0,13,0,0,4,0,0,0,0,0,0,2,0,0,1,14,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,45014,4418,40596,39332,34878,4040,112,176,5,121,1264,1234,364,578,64,5,183,13,1,0,23,3,0,0,0,0,0,16,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,12,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,34385,33152,27886,3069,238,134,6,1819,1233,1192,100,472,36,5,518,10,1,0,20,2,0,28,0,0,0,32,17,1,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,34385,2735,31650,30878,27517,3056,94,129,5,77,772,756,94,455,30,5,147,10,1,0,12,2,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19438,17302,2136,382,282,148,0,134,0,100,0,0,100
0500000US01023,4296.0,3127.0,37.99999999999998,12665,12405,7074,5232,30,22,0,47,260,247,82,67,12,0,41,32,1,0,6,0,1,1,4,0,0,10,0,0,0,1,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,12665,113,12552,12312,7039,5217,24,19,0,13,240,233,82,67,11,0,32,29,1,0,6,0,0,1,4,0,0,6,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10168,9988,5710,4211,16,18,0,33,180,172,45,56,6,0,34,21,0,0,6,0,0,0,4,0,0,7,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10168,75,10093,9925,5690,4199,15,15,0,6,168,162,45,56,5,0,25,21,0,0,6,0,0,0,4,0,0,6,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7104,5675,1429,66,66,0,0,66,0,0,0,0,0
0500000US01025,7324.0,5755.0,48.99999999999997,23087,22535,12029,10255,74,94,1,82,552,515,176,159,17,4,95,34,11,2,9,1,0,2,4,0,1,29,16,3,0,5,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23087,206,22881,22396,11970,10223,74,91,1,37,485,451,172,155,17,4,49,34,11,2,5,0,0,2,0,0,0,27,16,3,0,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18249,17911,9843,7894,53,69,1,51,338,315,73,129,6,0,62,26,7,0,8,1,0,0,2,0,1,16,6,3,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18249,124,18125,17822,9799,7874,53,69,1,26,303,281,73,129,6,0,36,26,7,0,4,0,0,0,0,0,0,15,6,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11655,9662,1993,387,340,88,0,252,0,47,0,0,47
0500000US01027,5601.0,1267.0,52.99999999999997,14236,13641,11375,1963,56,48,4,195,595,546,178,187,8,0,142,7,4,0,15,0,0,5,0,0,0,30,11,2,0,0,1,0,4,0,1,3,0,2,2,3,1,0,0,0,0,0,10,1,0,4,0,0,0,0,2,0,0,0,3,0,0,0,9,8,0,0,0,1,0,0,0,14236,449,13787,13324,11261,1942,45,46,4,26,463,428,172,187,8,0,38,7,4,0,11,0,0,1,0,0,0,22,10,0,0,0,1,0,4,0,1,0,0,2,2,2,0,0,0,0,0,0,5,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,11299,10947,9207,1530,46,33,1,130,352,327,43,152,2,0,111,5,4,0,9,0,0,1,0,0,0,14,2,2,0,0,0,0,3,0,0,0,0,2,2,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,1,0,0,0,11299,287,11012,10747,9143,1521,35,33,1,14,265,246,43,152,2,0,33,5,4,0,6,0,0,1,0,0,0,11,2,0,0,0,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,7035,5926,1109,253,250,83,0,167,0,3,0,0,3
0500000US01029,6484.0,675.0,59.99999999999997,15056,14490,13819,466,53,21,2,129,566,532,66,334,6,9,107,4,0,0,0,0,0,0,0,6,0,25,5,4,0,0,4,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15056,284,14772,14278,13740,457,42,21,2,16,494,460,66,327,6,6,50,4,0,0,0,0,0,0,0,1,0,25,5,4,0,0,4,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11620,11252,10736,372,36,21,0,87,368,345,16,245,2,9,67,0,0,0,0,0,0,0,0,6,0,17,5,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11620,187,11433,11103,10689,363,30,21,0,0,330,307,16,243,2,6,39,0,0,0,0,0,0,0,0,1,0,17,5,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6801,6054,747,191,174,90,0,84,0,17,0,0,17
0500000US01031,16899.0,5076.0,263.99999999999994,53465,49358,37080,8760,640,909,61,1908,4107,3867,665,1088,393,32,1334,109,33,8,129,11,2,30,22,5,6,215,68,16,4,19,25,1,41,33,0,0,1,0,4,0,0,0,0,0,3,0,23,0,1,11,1,0,0,5,0,0,2,2,0,1,0,0,2,2,0,0,0,0,0,0,0,53465,4887,48578,45951,35759,8643,405,892,57,195,2627,2467,606,965,371,30,294,100,26,8,40,3,2,0,22,0,0,149,60,13,4,0,23,1,10,33,0,0,1,0,4,0,0,0,0,0,0,0,9,0,1,0,0,0,0,5,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,40774,38281,29225,6644,443,733,44,1192,2493,2340,233,781,197,25,889,71,20,5,68,0,0,23,21,2,5,129,42,0,0,14,12,1,34,19,0,0,0,0,4,0,0,0,0,0,3,0,22,0,1,11,0,0,0,5,0,0,2,2,0,1,0,0,2,2,0,0,0,0,0,0,0,40774,2996,37778,36200,28431,6581,312,725,44,107,1578,1483,216,710,191,23,216,62,16,5,23,0,0,0,21,0,0,84,38,0,0,0,12,1,10,19,0,0,0,0,4,0,0,0,0,0,0,0,9,0,1,0,0,0,0,5,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,24105,21263,2842,757,621,305,0,316,0,136,0,0,136
0500000US01033,19203.0,8343.0,271.99999999999994,57227,54530,43631,9286,270,432,9,902,2697,2620,682,1025,100,11,640,68,15,0,29,6,0,40,3,1,0,69,34,5,3,6,4,2,12,1,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,5,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57227,1732,55495,53262,43241,9222,223,432,9,135,2233,2171,674,1003,99,11,278,68,10,0,20,5,0,0,3,0,0,59,34,5,3,4,4,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45078,43412,35120,7169,230,325,9,559,1666,1624,217,805,42,6,452,44,5,0,19,5,0,26,3,0,0,37,19,0,3,0,2,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45078,1061,44017,42637,34902,7125,202,325,9,74,1380,1346,217,795,41,6,221,44,5,0,10,4,0,0,3,0,0,31,19,0,3,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27666,24425,3241,401,302,21,6,275,0,99,0,0,99
0500000US01035,3442.0,2966.0,31.999999999999982,11597,11228,5912,5104,72,40,1,99,369,335,75,116,14,0,79,23,0,6,4,0,0,9,0,4,5,24,10,0,0,0,0,5,0,0,4,0,0,0,0,2,3,0,0,0,0,0,10,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11597,256,11341,11051,5835,5096,71,33,0,16,290,265,75,110,12,0,24,23,0,6,2,0,0,4,0,4,5,20,10,0,0,0,0,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9277,9031,4922,3961,56,37,1,54,246,227,42,99,6,0,45,14,0,6,4,0,0,5,0,1,5,14,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9277,155,9122,8917,4872,3953,56,33,0,3,205,186,42,93,6,0,17,14,0,6,2,0,0,0,0,1,5,14,9,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6382,5066,1316,125,125,46,0,67,12,0,0,0,0
0500000US01037,3631.0,1796.0,45.99999999999998,10387,10033,6824,3008,31,8,0,162,354,311,100,111,2,3,54,14,0,1,16,2,0,5,3,0,0,21,8,0,2,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,18,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10387,201,10186,9887,6807,3000,25,8,0,47,299,264,100,111,2,3,15,12,0,1,16,2,0,2,0,0,0,20,8,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8603,8362,5759,2466,26,8,0,103,241,221,52,95,0,3,39,12,0,1,11,2,0,3,3,0,0,10,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8603,112,8491,8279,5753,2461,22,8,0,35,212,193,52,95,0,3,15,12,0,1,11,2,0,2,0,0,0,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5999,4451,1548,306,306,250,0,56,0,0,0,0,0
0500000US01039,14586.0,2721.0,96.99999999999993,37570,36128,30877,4607,147,240,0,257,1442,1376,390,573,63,2,282,7,3,15,19,7,1,7,0,6,1,61,22,0,0,16,8,0,5,0,5,0,0,0,0,4,0,0,0,0,0,1,5,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37570,654,36916,35671,30657,4563,140,240,0,71,1245,1195,383,562,58,2,143,7,2,10,9,4,1,7,0,6,1,47,22,0,0,16,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29387,28523,24553,3482,129,185,0,174,864,822,106,437,32,2,209,7,3,2,6,5,0,6,0,6,1,39,11,0,0,10,8,0,5,0,1,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29387,414,28973,28228,24420,3458,122,185,0,43,745,712,102,433,30,2,111,7,2,2,6,4,0,6,0,6,1,30,11,0,0,10,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18596,15515,3081,774,481,72,0,409,0,293,104,0,189
0500000US01041,4864.0,1700.0,43.99999999999997,13194,12715,9388,3103,62,83,2,77,479,446,211,113,14,7,61,9,0,0,22,0,1,4,0,4,0,30,6,0,0,5,6,0,7,0,5,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13194,187,13007,12578,9333,3085,48,83,2,27,429,411,211,111,14,7,37,9,0,0,17,0,1,0,0,4,0,15,5,0,0,1,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360,10082,7511,2401,52,63,2,53,278,262,92,92,6,7,44,6,0,0,11,0,0,4,0,0,0,16,2,0,0,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360,119,10241,9990,7477,2391,43,63,2,14,251,242,92,90,6,7,30,6,0,0,11,0,0,0,0,0,0,9,2,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6516,5680,836,159,134,0,0,134,0,25,0,0,25
0500000US01043,36880.0,4478.0,417.9999999999999,87866,83209,79142,937,408,522,64,2136,4657,4464,396,2202,189,53,1592,3,3,1,14,5,0,1,1,4,0,173,24,5,1,4,8,2,117,6,1,0,0,1,4,0,0,0,0,0,0,0,18,2,5,3,3,0,0,0,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,87866,4146,83720,80236,78298,914,287,522,64,151,3484,3412,370,2164,182,53,616,3,3,0,13,5,0,0,1,2,0,59,24,5,1,4,8,2,8,6,0,0,0,1,0,0,0,0,0,0,0,0,13,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68240,65052,62242,727,319,380,35,1349,3188,3072,115,1731,92,33,1082,3,3,0,7,5,0,0,1,0,0,104,23,0,0,0,8,2,65,1,0,0,0,1,4,0,0,0,0,0,0,0,12,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68240,2533,65707,63230,61747,721,247,380,35,100,2477,2428,108,1700,90,33,479,3,3,0,6,5,0,0,1,0,0,42,23,0,0,0,8,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39145,34723,4422,1272,922,258,34,625,5,350,30,0,320
0500000US01045,14303.0,5170.0,232.99999999999994,49326,45906,33429,10241,270,671,52,1243,3420,3149,644,835,258,42,1150,88,24,9,73,1,2,3,7,11,2,249,76,14,2,25,24,1,34,36,16,0,7,0,1,11,2,0,0,0,0,0,14,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,2,2,49326,3254,46072,43773,32602,10100,217,648,42,164,2299,2121,604,771,237,37,327,79,18,6,24,0,0,0,7,11,0,167,64,14,2,8,13,1,10,36,2,0,7,0,1,9,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,2,2,38048,35941,26755,7505,228,577,43,833,2107,1963,195,626,165,30,793,66,7,9,50,1,2,3,7,7,2,127,52,5,0,5,11,0,23,15,3,0,7,0,1,4,1,0,0,0,0,0,11,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,38048,2101,35947,34537,26220,7429,186,561,37,104,1410,1307,186,602,154,25,235,62,5,6,18,0,0,0,7,7,0,94,47,5,0,4,7,0,4,15,0,0,7,0,1,4,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,22761,20159,2602,782,314,62,4,248,0,468,0,407,61
0500000US01047,5524.0,12230.0,89.99999999999994,38462,37656,10409,26899,65,146,17,120,806,755,421,111,3,9,71,85,10,5,34,0,0,2,4,0,0,47,34,0,0,5,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,38462,296,38166,37426,10363,26812,56,145,12,38,740,700,408,106,3,9,50,83,10,5,22,0,0,0,4,0,0,36,34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,29613,29048,8675,20104,53,122,15,79,565,532,250,100,3,7,61,63,10,5,31,0,0,0,2,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29613,217,29396,28873,8645,20036,44,122,10,16,523,490,244,95,3,7,43,61,10,5,20,0,0,0,2,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18880,16037,2843,481,382,6,114,262,0,99,0,0,99
0500000US01049,24767.0,4281.0,249.9999999999999,71608,66904,56420,1046,1992,253,22,7171,4704,4546,417,2334,89,14,1456,16,0,0,21,9,3,166,2,5,14,149,39,14,0,26,17,0,37,5,0,0,3,0,5,1,0,0,1,1,0,0,9,5,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71608,11744,59864,56602,54529,1019,715,237,16,86,3262,3170,392,2298,84,14,340,13,0,0,11,8,3,5,2,0,0,86,36,14,0,3,17,0,7,5,0,0,3,0,0,0,0,0,1,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53920,50811,44395,831,1252,189,15,4129,3109,3025,138,1803,44,12,896,12,0,0,4,7,0,102,0,5,2,77,18,8,0,18,8,0,22,1,0,0,0,0,0,0,0,0,1,1,0,0,7,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53920,6600,47320,45005,43414,814,527,187,9,54,2315,2268,132,1785,39,12,278,9,0,0,2,6,0,5,0,0,0,41,15,8,0,1,8,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30584,27145,3439,841,707,277,0,430,0,134,0,0,134
0500000US01051,30164.0,10367.0,397.99999999999994,87977,83736,63139,18211,337,674,32,1343,4241,4042,788,1475,319,21,1223,76,31,6,67,0,1,4,8,20,3,173,72,15,4,10,10,0,37,18,2,0,0,0,2,1,0,0,0,0,0,2,21,0,0,11,5,0,1,0,0,2,2,0,0,0,0,0,5,4,1,0,0,0,0,0,0,87977,2793,85184,81908,62540,18126,270,669,28,275,3276,3162,756,1431,314,19,489,62,31,5,34,0,1,0,8,12,0,112,58,15,4,2,8,0,3,18,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69005,66348,50648,14031,261,528,16,864,2657,2550,249,1139,171,16,849,50,15,0,38,0,1,3,8,8,3,93,43,6,0,4,3,0,24,10,0,0,0,0,2,1,0,0,0,0,0,0,10,0,0,7,0,0,1,0,0,0,2,0,0,0,0,0,4,3,1,0,0,0,0,0,0,69005,1786,67219,65161,50273,13972,212,528,13,163,2058,1998,238,1119,171,15,363,45,15,0,20,0,1,0,8,3,0,60,37,6,0,0,1,0,3,10,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36818,32567,4251,5811,5791,5286,0,505,0,20,0,0,20
0500000US01053,10869.0,4918.0,93.99999999999996,36757,35146,22202,10991,1539,114,22,278,1611,1538,441,673,39,2,272,49,15,3,18,5,0,8,13,0,0,68,36,0,1,8,5,0,9,0,0,3,1,0,0,0,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,36757,751,36006,34593,22004,10922,1488,108,22,49,1413,1359,441,646,39,2,132,49,14,3,15,5,0,0,13,0,0,50,36,0,1,0,5,0,2,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,28575,27649,17779,8495,1078,93,16,188,926,882,137,464,23,2,177,40,8,0,9,5,0,4,13,0,0,40,25,0,1,3,0,0,2,0,0,3,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,28575,444,28131,27301,17665,8450,1052,87,16,31,830,793,137,459,23,2,101,40,7,0,6,5,0,0,13,0,0,34,25,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,16684,14499,2185,2055,2050,1826,0,224,0,5,0,0,5
0500000US01055,35528.0,11567.0,530.9999999999999,103436,98179,78584,15146,739,927,54,2729,5257,5007,1266,2031,221,10,1214,89,21,0,72,1,0,76,0,4,2,239,104,12,0,35,20,12,28,6,8,6,0,0,0,0,5,1,0,0,0,2,7,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,103436,4895,98541,94282,77731,14999,332,921,39,260,4259,4068,1228,1981,210,10,507,74,20,0,28,1,0,6,0,3,0,186,103,12,0,31,19,12,2,0,0,3,0,0,0,0,3,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,81121,77733,63277,11488,524,722,28,1694,3388,3261,503,1625,133,8,826,69,16,0,37,1,0,41,0,2,0,123,45,4,0,12,20,12,18,6,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,81121,2916,78205,75380,62803,11399,287,716,23,152,2825,2728,495,1602,128,8,390,61,16,0,19,1,0,6,0,2,0,95,45,4,0,12,19,12,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,47306,41974,5332,1628,1222,446,17,727,32,406,118,0,288
0500000US01057,7300.0,1395.0,55.99999999999997,16321,15675,13666,1736,72,51,6,144,646,617,184,239,20,7,137,12,0,0,11,3,1,3,0,0,0,24,9,4,0,1,2,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,16321,396,15925,15394,13552,1720,43,49,1,29,531,511,184,227,20,1,52,12,0,0,11,3,1,0,0,0,0,20,9,4,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12791,12405,10901,1336,62,35,3,68,386,367,60,185,14,1,79,12,0,0,11,1,1,3,0,0,0,19,5,3,0,1,2,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12791,245,12546,12215,10805,1326,42,33,0,9,331,316,60,183,14,1,33,12,0,0,11,1,1,0,0,0,0,15,5,3,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7760,6653,1107,319,220,80,0,140,0,99,41,0,58
